2	3
3	4
3	5
3	6
4	225
4	228
5	4
5	190
5	191
5	192
5	193
5	194
5	195
5	196
5	197
5	249
5	250
6	4
6	5
6	259
6	260
6	261
7	8
7	9
7	10
7	11
7	12
7	13
7	14
7	15
7	16
7	17
7	18
7	19
8	7
8	9
8	10
8	11
8	12
8	13
8	14
8	15
8	16
8	17
8	18
8	19
9	7
9	8
9	10
9	11
9	12
9	13
9	14
9	15
9	16
9	17
9	18
9	19
10	7
10	8
10	9
10	11
10	12
10	13
10	14
10	15
10	16
10	17
10	18
10	19
11	7
11	8
11	9
11	10
11	12
11	13
11	14
11	15
11	16
11	17
11	18
11	19
12	25
12	26
12	27
12	28
12	29
13	7
13	8
13	9
13	10
13	11
13	12
13	14
13	15
13	16
13	17
13	18
13	19
14	7
14	8
14	9
14	10
14	11
14	12
14	13
14	15
14	16
14	17
14	18
14	19
15	7
15	8
15	9
15	10
15	11
15	12
15	13
15	14
15	16
15	17
15	18
15	19
16	7
16	8
16	9
16	10
16	11
16	12
16	13
16	14
16	15
16	17
16	18
16	19
17	7
17	8
17	9
17	10
17	11
17	12
17	13
17	14
17	15
17	16
17	18
17	19
18	7
18	8
18	9
18	10
18	11
18	12
18	13
18	14
18	15
18	16
18	17
18	19
18	25
18	26
18	27
18	28
18	29
19	63
19	64
19	65
19	66
19	67
19	68
19	69
19	70
19	71
19	72
19	73
19	74
19	75
19	76
19	77
19	78
19	79
19	80
19	82
19	83
19	84
19	85
19	86
19	87
20	21
20	22
21	20
21	22
22	114
23	24
24	23
24	25
24	26
24	27
24	28
24	29
24	30
24	31
24	32
24	33
24	34
24	35
24	36
24	37
24	38
24	39
24	40
24	41
24	42
24	43
24	44
24	45
24	46
24	47
24	48
24	49
24	50
24	51
24	52
24	53
24	54
24	55
24	56
25	7
25	8
25	9
25	10
25	11
25	12
25	13
25	14
25	15
25	16
25	17
25	18
25	19
25	26
25	27
25	28
25	29
26	57
26	90
26	91
26	92
26	93
26	94
26	95
26	96
26	97
26	98
26	99
26	100
26	101
26	102
26	103
26	104
26	105
27	1
28	25
28	26
28	27
28	29
29	7
29	8
29	9
29	10
29	11
29	12
29	13
29	14
29	15
29	16
29	17
29	18
29	19
30	268
31	268
32	45
32	55
33	46
33	56
34	30
34	32
34	37
34	39
34	41
34	43
34	45
34	47
34	49
34	51
34	53
34	55
35	31
35	33
35	36
35	38
35	40
35	42
35	44
35	46
35	48
35	50
35	52
35	54
35	56
36	30
36	31
36	32
36	33
36	34
36	35
36	37
36	38
36	39
36	40
36	41
36	42
36	43
36	44
36	45
36	46
36	47
36	48
36	49
36	50
36	51
36	52
36	53
36	54
36	55
36	56
36	146
36	156
36	269
37	30
37	32
37	34
37	39
37	41
37	43
37	45
37	47
37	49
37	51
37	53
37	55
38	31
38	33
38	35
38	36
38	40
38	42
38	44
38	46
38	48
38	50
38	52
38	54
38	56
39	30
39	32
39	34
39	37
39	41
39	43
39	45
39	47
39	49
39	51
39	53
39	55
40	31
40	33
40	35
40	36
40	38
40	42
40	44
40	46
40	48
40	50
40	52
40	54
40	56
41	30
41	32
41	34
41	37
41	39
41	43
41	45
41	47
41	49
41	51
41	53
41	55
42	31
42	33
42	35
42	36
42	38
42	40
42	44
42	46
42	48
42	50
42	52
42	54
42	56
43	239
44	43
44	270
45	32
45	55
46	33
46	56
47	273
48	273
49	30
49	32
49	34
49	37
49	39
49	41
49	43
49	45
49	47
49	51
49	53
49	55
50	31
50	33
50	35
50	36
50	38
50	40
50	42
50	44
50	46
50	48
50	52
50	54
50	56
50	263
51	274
52	274
53	30
53	32
53	34
53	37
53	39
53	41
53	43
53	45
53	47
53	49
53	51
